entref,payeref,deathcode,birthdate,deathdate,mfullemp,msubemp,ffullemp,fsubemp,unclemp,unclsubemp,dec_jobs,mar_jobs,june_jobs,sept_jobs,jobs_lastupd,legalstatus,prevpaye,employer_cat,stc,crn,actiondate,addressref,marker,inqcode,name1,name2,name3,tradstyle1,tradstyle2,tradstyle3,address1,address2,address3,address4,address5,postcode
5235981614,4124642,658664,231212,171015,9,5,5,8,2,3,5,6,1,9,9,8,9,2,9,7,1,6,9607,1,OR6PHFQ78Q,VDEPJ0IVE5,8JOS45YC8U,8,8,4,VFHLNA0MSJ,P4FUV3QM7D,5TM1RA3CFR,00N7E1PVVM,HKJY8TOMJ8,K6ZL 4GL
7770264851,1094963,590723,171114,101112,5,6,8,5,6,1,7,9,1,9,1,9,7,2,4,4,6,9,1065,2,DI26URK8RQ,IE2V8RO43R,HMA2RHG39K,3,9,5,SOAZGOLRO0,4BN1HFLAXO,SWTV0QJB7M,BX9UZPTKX9,VXC0C97165,KT5P KEK
6253363711,2738768,701603,251116,101212,2,5,5,4,5,8,5,7,8,2,4,4,3,9,3,9,2,5,5052,6,HF52IN82SC,VXKNAXJ82Q,8CDGWUDR02,8,8,5,MQ6ZTU3YCH,LL0MW325WW,9IYWZQH9LW,I32YHLKPBA,WV98LBVP1I,G9TY DSR
5288085295,5377732,115740,201214,261213,5,9,9,4,6,2,8,4,1,3,7,2,6,8,6,4,4,6,1124,7,YCQ5GSRGH9,STD1JXC8M7,M5V5LFTUO4,8,2,9,FTQ3FEI1TR,YQW5BXHTOE,QYYANG4YKO,A8HOABPS7D,4M6KKDT19M,2XVM 3OU
5837594941,4275108,636736,211214,151115,9,5,1,2,4,1,9,5,8,1,9,3,8,9,7,8,2,5,4098,4,OO6V413A9Q,HDN2EHVFVA,4CFR2BXHN0,4,4,3,NG1H3ZTQ93,2KKN2LQ7XZ,F5DF0LB3UP,P5E3O5RKYX,EJQBGBTDM1,W7HR GVF
1163712939,2254848,722961,271015,271012,8,2,6,3,3,7,6,1,5,7,5,8,1,1,7,8,6,2,9656,2,RNFEP2UDGX,RROH03FMQ4,VXIHYUEGZU,3,7,3,Y0I8YEG1GH,6DBR399MCS,3TJ4M5KMDG,U1A6PLDTTY,2FAWNL0ZHY,YM3S AMT
4447094877,5036932,308778,111211,261015,5,2,7,2,2,2,8,2,9,1,6,7,9,9,6,2,7,3,2192,8,I1NJAJWKY6,7HK7T6EHZ1,7XRMH6FG6I,2,3,6,G2ID7CV70K,1SSTK9DDBR,H3YAQXDDHL,PVFR0D1E2D,U4QL2CT680,S9G2 Y1U
2694929397,3744615,497311,181212,221213,6,3,3,2,5,7,4,9,3,5,8,9,1,2,1,9,8,9,7946,1,U2SFQEID4G,QXS6R6XZ09,ZQ50UKDGAK,1,6,6,NX7SNTMOY4,ZBDTA20YHC,WVKWR7E9GV,AFJA3G6P4C,BRK685W6FW,J48Z 5IL
5277507654,5952327,837014,291010,101116,4,3,7,2,6,2,4,3,6,7,3,3,2,3,7,9,3,5,2201,6,OEXHGZFDTA,HX922Q6QAS,RGI6ER50WU,2,5,9,SHPK6MWV54,CZWNYW48ME,4899QJSY6G,23H9QLNXZE,B2R2M75Z4I,7L4B GT1
3618087645,9129222,245079,201211,191011,8,8,5,6,5,1,9,7,7,2,5,5,1,7,4,8,3,6,3019,6,3EXBL1O9EM,94F5OVTGJI,7W2R9GIJOA,9,7,9,X76NDI1AIE,QMQHEJBE89,LTEMWBRG97,Y0KIKJXSS8,BV4BC007FH,H7FH Y4Y
4277870443,7758231,866961,181015,301210,9,9,2,8,8,4,2,1,3,6,5,3,5,9,3,7,7,9,5303,6,58LYV7Q8QG,4RQ9LNEBZU,V0QA569T36,8,1,9,MB3C5TEX9F,CTYPRLTWZ3,X8WHNNLT5R,TAQIEGH0SP,6FOOFRCMPO,MAKP F58
8229474789,5346122,239696,211213,221216,6,8,7,3,3,4,9,4,8,7,7,3,1,8,3,4,2,2,5541,8,A3Q1GMM9SA,9EVNZMZDR8,7YXWPQRUGG,2,9,7,NVK8F5N3ZT,CHDFM8GHCF,FJ30FU0782,4DYD4QG7K4,BE3UE8LWVH,4DU1 GYG
2791387289,5777250,991438,281013,171111,2,3,7,2,9,8,4,8,9,7,6,5,8,5,8,3,9,7,3031,1,19KL7XQ1V8,TQF820T1U7,I8B1QXXLKP,6,7,6,YCUDYDP9N9,HHYMED5R74,JTCTT77VCY,Q4P37AL6IU,DKQOGEKUP2,1MU6 SJN
1527265335,6301739,223780,201015,171010,5,6,6,8,9,1,5,7,5,9,9,6,9,8,2,3,9,8,8309,8,M3MM8PTEXT,LIQ8OF0CGP,O6K4DUP6RO,6,2,2,KTJ1IRJ9CF,FBLYOCYIOC,INP42T8ZRE,O8ELSYK1QW,F5GHQ1M0QA,T766 3W9
6609194071,8724190,884654,241014,301012,8,3,3,2,8,2,9,5,2,8,9,2,1,3,4,2,6,6,4223,3,ICFEJ4RZH0,86YSQ2KZFH,DCVD2SI5GU,5,2,1,KIY8QRV8XW,XI1GY869SW,GEN9MFUF2P,QBZ0D6SHU6,ERPLGSLDWJ,DDHN 8JT
7916763215,8784427,742278,241012,301114,6,9,1,8,7,9,4,5,9,9,8,9,7,3,7,5,2,3,7554,7,2W2B7VQG4F,X1IQTB36O7,14IL3T0YV6,3,7,3,TE03WINA5K,KIMWOZ5O5X,ORFK6GFVJ0,WZMBAV14D7,CVVVDSXOI3,LR49 ZWG
7349894834,6363436,151175,111016,221113,7,9,3,5,7,4,6,5,7,2,6,2,1,3,8,4,5,5,2485,6,35B9J0X9MC,FMVY5X0LJ4,XGNLDO2X2V,7,1,7,02DE42A7V3,I9Q5XZ65WJ,7PAMXY8AMH,PAUYKY84L0,XRGNA9MWD3,X2ZY EOI
3587567976,4101286,362996,271112,151016,4,6,1,5,7,3,5,7,9,9,2,3,5,4,3,7,9,1,7528,1,P77AK6XANH,HV3T56GF5T,AR1ADJ7LY4,3,2,1,KBIT4Q9HW9,4ZJF0XH8DG,GFI0U413FM,60O2GT8B4I,143ZQH3TBT,AVFP X8J
2261229486,4838618,521811,291015,241113,3,3,8,9,8,9,4,5,4,8,5,5,9,8,5,4,1,8,6190,2,KI9S191D9S,BTQZK8M70V,I2KVPB1X60,7,5,4,4XUGV6UBIR,Q9JUJ5Z7DS,W6P8YJ0R61,LYIBP95POT,MY9PHOF1SP,5OX6 AIU
4627032860,7921541,188389,251114,161116,9,1,2,4,4,1,7,6,8,3,8,8,9,8,2,6,7,1,5361,1,GG63LVKOL1,5IGB2MN01E,N3868VPSAC,3,4,8,8A609ZP6UP,9C1EDC80KR,RIVE8R602Q,Z0ZWZZB4GN,O1MO7FXO9G,ZXLP AAV
2468417873,1735561,921084,111114,101213,9,1,6,7,8,6,5,2,3,2,7,6,5,4,5,4,9,6,5594,4,FPO3HXLASX,8UMRFSGNOI,BV12PFKHRH,8,2,6,NTQQ75U2N7,OBAYBNKFA4,B1PUQN6I5I,CDL2JL6G46,FVHHXG838Q,A23N H2U
6833860836,1943699,709728,111013,291211,5,3,8,2,2,3,1,7,1,3,2,5,1,3,5,1,9,9,4832,5,KZSV6YON92,4OM29TP52A,KCSH3YB04W,4,1,4,ALBVGWKNAO,Y8L2TYB0E2,OZ5G5Y1P1Q,AMY5UHA91S,QOKUIU4N3V,GH97 EHB
9511737563,4290153,100587,181215,251114,7,3,3,4,4,7,9,8,3,2,7,3,8,7,6,2,4,9,6932,8,RXCBH73O20,GI2SUROG3N,9BJZCZ8O59,4,9,6,TCWACP2FFJ,TDT7AJOVNR,YYZTXLFM4X,F3TGNPHD0S,S82O0260I9,F1SK TCF
3007349632,3281120,999483,171015,121210,5,4,3,2,3,2,9,5,4,9,1,1,7,1,8,7,7,2,1300,6,UY6TFIO8GT,LY1QZBP8PW,WHN7UWKBEF,3,6,9,4R1IQTEMYE,4EB7TP6KL8,984OJ629JI,OEF3MJHNLW,R6A1Q0GOZ8,O9TO Z8L
6520415083,4022096,187562,171111,251210,2,5,4,8,5,3,7,1,3,9,5,7,8,3,6,2,8,4,8139,5,S5C3PJ0YD4,VE3KTYQX1P,ENTXOU50DT,2,8,1,Y2PC0S7P2R,THM0QQ0H40,1JS3WVYB8B,H367N8NVSE,C2QH7OEYE4,OR7V Y9O
1938923834,7628978,146474,101016,161011,3,9,8,8,6,2,4,4,4,5,5,8,2,1,9,8,5,1,5005,4,3IUPGVJSDB,5ENKBB8BB1,QJ18CQA49M,9,7,6,ZM2VPPOT4L,KTOFX0CNPE,H40IR2W6TL,KCR7GS1ON8,V78LE4LZ61,3EBF M0K
2312359610,7604460,881189,221213,241112,1,3,3,4,3,3,4,6,9,1,9,4,8,4,3,6,7,6,7906,4,91738RYZHL,DSBBVHQOSQ,RMDO0B9BCO,8,7,5,YZ3S0Z08VH,UI6TNHZN2M,HDEAWMIGLA,SR4LJWS8UA,8NNMXDI6VX,9OQ7 TB8
9275829605,2517968,596642,221013,151010,5,6,2,5,7,9,3,9,7,4,5,3,2,1,4,2,6,1,5851,5,W93RFWY82I,AWXIM0WCGU,X666IYQAVJ,1,1,1,8LZLZ7WIF5,ZOCZNUYI1I,1DOMFEDKH2,X00520IPAQ,X231IXTR5R,BH6K 1XG
2998805460,5486241,444671,241213,151214,2,1,9,8,8,4,3,1,5,6,5,7,6,6,2,2,6,8,7759,7,GHZLJWQEK4,658JKFAP5R,IT7PW9E2RO,1,7,6,WXHYF7Z60C,JPU60Y4O2S,VVT129OZ3E,5PDIX9GGKD,GAW31IVF2R,UO7A 4AB
3994120140,8395560,865733,181216,241111,4,8,1,9,5,6,1,9,2,1,7,1,6,1,4,5,1,3,8970,9,MLCY1PQN8Y,E9O5UXEOUD,0YRAXI5WWD,1,5,5,74QZOT5F59,MF3UWNFRCF,K2OY02H3FO,9ZSM6K6ZKD,O3O030NTGS,3KQ1 OZV
2615949068,8878574,312296,201014,131210,7,8,3,6,3,7,4,8,7,7,7,1,2,6,6,9,2,1,5559,3,Q4M0JL6RX3,4VB6WQCHBH,XG28T6E6T4,9,2,5,H5OOLHJBC1,0GLPMV13MQ,JCN3RPBAYW,IC5COOQKO9,Q6H9U5GSO9,AS2O LSX
1042571252,9685349,165066,291113,111114,9,6,8,2,4,3,3,9,2,9,1,7,7,2,8,5,6,1,3667,6,YXG8SXS5G7,7YDDSSBHGG,968F4M41C1,1,9,5,V9GEKSHF2F,8Z0T4OLSR3,JTWCPCEUKX,ZV7E6N42DW,HVCMKHKV50,YAF5 4TC
2753466373,5238752,783804,211014,171116,1,5,6,6,9,4,1,8,8,9,3,5,6,3,4,9,3,8,3103,3,ER0WSMIZV1,33G5WP5QG4,PDRHCPPVWG,1,9,3,H6K7QG36UD,OHVFI5P9JD,72QBCC0KE7,D93XRJ8FKD,0TT74WEQUC,JUH3 HUB
9551496288,9210871,702219,171014,301212,7,1,1,7,7,7,6,6,4,4,7,6,2,5,3,9,1,9,4674,2,1EAXA8OOZM,JUEU8BQL90,DKHF98RW1R,7,4,6,JPV1DO2QAP,E29309ZKFX,KSD1UDD2EX,79SOHY38UW,ICBNPICKMI,DOWS CV5
8909551458,7800563,419366,271015,151211,6,9,4,1,2,5,2,9,5,7,5,3,5,4,3,1,8,6,8444,7,TRVMMNGVH6,BE9XJ3EXKP,U8SGPVBTXV,2,3,4,5AIG3JVE22,U3MXNKLZRR,YME3EOJNF0,HXE3QOMUQZ,9RX993Z5V4,HWSM 5QG
5610154557,5707359,646218,291010,121110,4,5,9,3,8,5,9,7,4,5,9,2,9,8,5,1,4,4,1189,7,2F9HW0EJ20,SX1G10LFHX,WM2IM6NW1J,5,1,1,UHDK76NXKS,CYEGD4BPSQ,TJY6DFOQAB,K3AVCK9XL4,C04R21NKSC,E3T9 CR8
3551247721,3785137,140893,201112,241113,8,6,6,3,3,9,5,3,3,2,2,7,4,9,7,8,7,8,1745,6,IBBDWIV25D,O5C8J4YS3P,3EWCDL4F2Y,5,6,1,GFP33VZN04,B7Q66TEJ1Q,TU052MITAL,VV45WGVI2G,RV1W3AGSYF,ASV1 OCU
9877760116,7139757,362653,271012,291012,9,3,4,1,2,7,9,7,4,8,2,2,4,8,2,1,1,4,1589,4,VRVMLRKJVP,8O4ZQ5OHIY,92PD7CHMNC,9,5,2,ZA1VAAWB80,VPQC2WNV3F,41WF2ZJFW3,N6PFNKUVKM,9XX75M49C2,GPL0 MRL
2537576892,2494147,771354,271110,101210,7,9,5,9,5,8,6,1,2,5,5,1,3,9,4,9,3,6,3137,1,4W7DQPBIEN,FIW2I5L2Y7,FQ8RC5KAYN,3,8,3,IIGQ0GS00B,ZWC0HYSK3V,N3K850YPZI,236MKPMMB0,YL729EYUPC,54EO DT8
6725770454,8742383,570959,291110,151014,8,7,8,1,6,3,1,2,5,1,2,6,3,7,6,4,4,1,1430,5,3F7F73F739,E4X9O1G9CG,YM8DGVG4YN,5,2,5,8UBS6SRXA0,2UYAK4A6WC,1XM97MW5S5,O04CA4MQ6Y,7K6GHX7L6E,EUX0 GIA
5758637019,7560985,957082,201211,291114,1,2,5,8,6,2,9,2,1,2,9,3,7,8,3,2,8,8,6669,5,93UY80RSZQ,N8TBWVUJTI,RAEH2PCM36,7,1,5,DUYHHBXYEV,22H804EL1N,2XUKDDJW9F,LW0O5OQQ13,9OOJQ4VGW0,QE0F VIA
4219247137,2749923,473345,241013,151015,7,2,8,7,2,3,9,3,7,9,1,2,1,2,8,4,7,7,2346,8,8MNH2O7166,ZWN3PRW44S,EAHA7M3Z4H,9,6,7,LCTGNGG0WG,O4UZ7UYL69,38S1ETXTCO,2CURCABLBY,DCF4SAQWEM,EQDK XPK
8656895001,9357972,465704,251211,211016,5,5,2,2,2,4,9,4,2,3,1,3,3,4,5,6,4,5,6834,5,GT00OPBZ5A,BT3LLP5AJ4,XQ0DWCESDR,7,3,2,HQNDC22VNA,SWW05IUR84,QIR1XB5FEB,C9OOGGVPM0,1TC0917XVF,Q30B 4Z3
2799115107,1375260,705660,151114,301211,6,7,9,4,4,9,3,5,5,2,9,1,9,2,1,3,9,8,4007,9,SY4RYGFY8J,GQJE8ECJH2,ZEKA7ODX5K,1,1,9,DP7VFCQ6WL,QWJH164Q3C,7317ME9V66,L9622L5A5O,UXAGEOBI6V,JQEC SS9
7093192096,7730630,696304,271212,241116,6,6,6,6,4,6,2,1,7,2,8,2,9,5,4,5,2,6,1788,6,87A9AQB0BB,CYJQCZVOSU,RRQ95TV2TW,5,8,5,PXH970L09K,JMDC7WJU69,O2088GBVFO,FG1C6Q0RO3,FXHUQY6T4W,0ZFX D3Y
